founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
44253,50,Female,40,Finance,7371.0,Good,High,Average,0,No,47,Master’s Degree,Married,1.0,Mid,Medium,27.0,Yes,No,No,Good,Medium,Stayed
70116,22,Female,5,Healthcare,6462.0,Good,High,Average,1,No,40,Bachelor’s Degree,Married,0.0,Entry,Small,7.0,No,No,No,Good,Low,Stayed
22302,49,Female,7,Media,5995.0,Good,High,Average,0,No,38,Associate Degree,Married,3.0,Entry,Small,26.0,No,No,No,Poor,Medium,Left
37793,24,Male,3,Healthcare,8009.0,Fair,High,Average,2,Yes,73,Master’s Degree,Single,2.0,Entry,Small,24.0,No,No,No,Good,Low,Left
32981,49,Male,32,Finance,6528.0,Fair,Medium,High,2,No,7,Master’s Degree,Single,4.0,Entry,Medium,46.0,No,No,No,Poor,Low,Left
73500,44,Female,15,Technology,7412.0,Good,Low,Low,2,Yes,4,High School,Single,0.0,Entry,Medium,16.0,No,No,No,Good,High,Left
1215,51,Female,17,Education,5634.0,Good,High,Average,0,No,19,Associate Degree,Divorced,4.0,Entry,Small,20.0,No,No,No,Fair,High,Stayed
63080,34,Male,5,Education,3885.0,Fair,Medium,Below Average,0,No,90,High School,Single,0.0,Entry,Medium,16.0,Yes,No,No,Excellent,Medium,Stayed
37680,44,Male,26,Technology,9981.0,Good,Low,Low,0,No,89,Associate Degree,Single,3.0,Senior,Medium,43.0,No,No,No,Good,Medium,Stayed
42579,53,Male,16,Healthcare,6147.0,Good,Very High,Average,0,No,50,Bachelor’s Degree,Single,1.0,Mid,Small,42.0,No,No,Yes,Excellent,Low,Stayed
13164,51,Female,3,Education,5398.0,Good,High,Average,0,Yes,70,Bachelor’s Degree,Divorced,1.0,Entry,Large,27.0,Yes,No,No,Poor,Medium,Left
11908,39,Male,11,Media,5634.0,Good,Very High,Average,0,No,71,PhD,Married,1.0,Entry,Small,25.0,No,No,No,Poor,High,Stayed
15090,55,Female,1,Media,5930.0,Poor,High,Average,2,Yes,24,Associate Degree,Single,1.0,Senior,Large,43.0,No,No,No,Poor,High,Left
55557,56,Male,9,Healthcare,8535.0,Fair,Medium,Low,0,No,16,High School,Married,0.0,Entry,Small,41.0,No,No,No,Good,Medium,Left
39221,31,Male,17,Education,4055.0,Good,High,Average,0,Yes,23,Associate Degree,Divorced,1.0,Mid,Medium,27.0,No,No,No,Fair,Low,Stayed
35282,42,Female,22,Technology,11049.0,Good,High,Average,3,No,31,High School,Single,0.0,Mid,Medium,24.0,No,No,No,Good,Low,Stayed
7374,35,Female,1,Finance,7371.0,Good,High,High,1,Yes,94,Bachelor’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Medium,Left
53020,49,Male,2,Education,4828.0,Poor,Medium,Average,1,Yes,69,High School,Divorced,1.0,Entry,Large,21.0,No,No,No,Good,High,Stayed
26740,39,Female,17,Technology,8285.0,Good,Very High,Average,2,No,3,Master’s Degree,Divorced,3.0,Mid,Medium,37.0,No,No,No,Good,Medium,Stayed
70940,45,Female,6,Education,3789.0,Fair,High,Below Average,1,No,5,Master’s Degree,Married,2.0,Entry,Medium,29.0,No,No,No,Good,Medium,Left
59275,42,Male,14,Healthcare,8835.0,Good,High,Average,0,No,89,High School,Married,1.0,Entry,Large,30.0,No,No,Yes,Good,Medium,Stayed
556,44,Female,14,Technology,10827.0,Good,Medium,High,0,No,6,Master’s Degree,Single,3.0,Mid,Small,20.0,No,Yes,Yes,Excellent,Low,Left
7848,33,Male,11,Healthcare,9570.0,Good,Low,High,0,No,38,Associate Degree,Married,5.0,Entry,Medium,19.0,No,No,No,Excellent,High,Stayed
63768,47,Female,13,Finance,9882.0,Poor,High,Average,0,No,59,Bachelor’s Degree,Married,1.0,Entry,Small,21.0,No,No,No,Fair,Medium,Left
42400,29,Female,1,Technology,9644.0,Excellent,Very High,Average,0,No,56,Master’s Degree,Single,2.0,Entry,Medium,5.0,No,No,No,Good,Low,Left
25758,31,Male,7,Media,5866.0,Fair,High,Average,1,Yes,14,Master’s Degree,Single,2.0,Senior,Small,11.0,Yes,No,No,Poor,High,Left
2973,39,Female,14,Media,6634.0,Poor,Low,Average,2,No,63,High School,Divorced,5.0,Senior,Medium,17.0,No,No,No,Fair,Medium,Stayed
17807,58,Female,10,Technology,8893.0,Good,Very High,Below Average,0,Yes,16,High School,Divorced,0.0,Senior,Medium,24.0,No,No,No,Fair,Medium,Left
29284,47,Male,7,Healthcare,7772.0,Good,Medium,Average,0,Yes,98,Bachelor’s Degree,Single,3.0,Senior,Small,16.0,No,No,No,Fair,Low,Stayed
2766,50,Male,35,Technology,9520.0,Fair,Low,Average,0,Yes,24,Associate Degree,Single,1.0,Entry,Small,37.0,Yes,No,No,Good,Low,Stayed
1542,27,Male,7,Media,7371.0,Good,High,Average,0,Yes,34,Bachelor’s Degree,Single,1.0,Senior,Medium,27.0,No,No,No,Good,Medium,Left
27473,19,Male,8,Education,5061.0,Good,High,High,0,Yes,6,Associate Degree,Single,1.0,Mid,Medium,27.0,No,No,Yes,Poor,Medium,Left
29333,42,Female,15,Healthcare,7056.0,Good,Very High,Average,0,Yes,96,High School,Single,1.0,Entry,Small,35.0,Yes,No,No,Poor,Low,Left
3772,46,Female,6,Education,3792.0,Good,High,High,0,No,85,High School,Divorced,1.0,Mid,Large,21.0,No,No,No,Excellent,Medium,Left
58383,51,Male,25,Healthcare,6290.0,Good,High,Below Average,0,No,55,Bachelor’s Degree,Divorced,1.0,Mid,Large,41.0,No,No,Yes,Fair,Medium,Stayed
72815,27,Male,7,Finance,7019.0,Poor,Very High,Average,0,Yes,87,Bachelor’s Degree,Single,1.0,Mid,Small,27.0,No,No,No,Poor,Very High,Left
20366,33,Female,17,Healthcare,7543.0,Poor,Very High,High,0,Yes,67,Master’s Degree,Married,5.0,Senior,Medium,31.0,Yes,No,No,Poor,High,Stayed
15358,54,Male,2,Healthcare,8347.0,Fair,Very High,Below Average,3,Yes,38,Associate Degree,Married,0.0,Mid,Medium,16.0,No,No,No,Good,Low,Stayed
8315,57,Male,40,Media,5284.0,Poor,Medium,Below Average,0,No,41,PhD,Single,3.0,Senior,Small,46.0,No,No,Yes,Good,Low,Stayed
70126,58,Female,36,Media,5962.0,Good,Low,Average,0,No,30,Bachelor’s Degree,Married,4.0,Mid,Large,39.0,No,No,No,Poor,Medium,Stayed
43891,58,Female,8,Education,3965.0,Good,High,Average,0,No,48,Master’s Degree,Single,0.0,Mid,Small,23.0,No,No,No,Poor,High,Left
53015,44,Female,11,Technology,10350.0,Fair,High,Average,0,No,15,Bachelor’s Degree,Divorced,3.0,Entry,Medium,12.0,Yes,No,No,Poor,High,Stayed
57558,45,Female,4,Education,4425.0,Good,High,Average,1,No,91,Master’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Medium,Left
59636,56,Male,21,Education,4447.0,Excellent,High,Average,1,No,27,High School,Married,0.0,Entry,Medium,41.0,Yes,Yes,No,Good,Low,Stayed
73120,53,Male,17,Technology,11062.0,Good,High,Average,1,No,86,Bachelor’s Degree,Single,3.0,Mid,Small,21.0,No,No,No,Good,Medium,Stayed
55699,31,Male,23,Media,5480.0,Poor,High,Average,0,No,83,High School,Single,0.0,Senior,Medium,25.0,No,No,No,Poor,Medium,Stayed
16139,21,Female,7,Technology,7371.0,Good,High,Average,0,Yes,4,Bachelor’s Degree,Married,1.0,Senior,Medium,27.0,No,No,No,Good,Medium,Stayed
52067,44,Male,20,Media,6609.0,Good,High,Below Average,3,No,56,PhD,Married,0.0,Senior,Small,25.0,No,No,No,Good,Medium,Stayed
26394,58,Male,11,Media,6102.0,Good,Low,Average,0,No,50,Master’s Degree,Divorced,0.0,Entry,Medium,57.0,No,No,No,Good,Medium,Stayed
56948,49,Male,32,Media,6088.0,Fair,High,Below Average,0,Yes,73,Bachelor’s Degree,Married,1.0,Mid,Medium,38.0,No,No,No,Fair,Medium,Left
44141,41,Male,4,Education,5438.0,Good,High,Average,0,Yes,35,Bachelor’s Degree,Married,0.0,Mid,Medium,8.0,Yes,No,No,Good,Low,Stayed
13336,53,Male,7,Healthcare,9063.0,Good,High,Average,0,No,51,Associate Degree,Married,3.0,Senior,Small,35.0,No,No,No,Poor,Medium,Stayed
9337,39,Female,30,Technology,7371.0,Good,High,Average,1,No,15,Associate Degree,Married,1.0,Senior,Medium,27.0,No,No,No,Good,High,Left
10703,48,Male,4,Healthcare,9464.0,Good,High,Average,0,No,4,Bachelor’s Degree,Single,2.0,Senior,Small,18.0,No,No,No,Good,Medium,Stayed
38171,43,Male,26,Finance,8201.0,Fair,High,Low,0,No,13,Master’s Degree,Married,0.0,Senior,Small,29.0,No,No,No,Excellent,Low,Left
4056,49,Male,20,Healthcare,8084.0,Good,High,Average,0,No,60,Bachelor’s Degree,Married,0.0,Entry,Medium,42.0,No,No,No,Good,Low,Left
11954,50,Female,20,Technology,8988.0,Good,Low,Average,0,Yes,93,Bachelor’s Degree,Single,0.0,Mid,Medium,29.0,No,No,Yes,Good,High,Left
43006,59,Female,45,Education,5003.0,Good,Medium,Average,3,No,51,PhD,Married,0.0,Entry,Medium,47.0,No,No,No,Fair,Low,Stayed
69415,32,Male,24,Technology,7371.0,Good,High,Average,0,Yes,94,Bachelor’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Fair,Medium,Left
12880,30,Male,15,Healthcare,6894.0,Good,Medium,Average,1,Yes,40,Bachelor’s Degree,Divorced,2.0,Mid,Large,26.0,No,No,Yes,Excellent,High,Stayed
25021,42,Male,11,Education,3121.0,Excellent,High,Average,0,No,49,Master’s Degree,Single,2.0,Mid,Small,30.0,Yes,No,No,Good,Low,Stayed
66395,53,Male,45,Healthcare,7495.0,Fair,High,Below Average,0,No,94,PhD,Single,0.0,Entry,Small,53.0,No,No,No,Good,High,Left
5973,31,Female,21,Education,4363.0,Fair,High,Average,1,No,97,Associate Degree,Married,1.0,Senior,Small,31.0,No,No,No,Poor,Low,Stayed
62666,45,Female,26,Technology,9041.0,Poor,High,Below Average,0,No,62,Master’s Degree,Single,0.0,Mid,Medium,31.0,No,No,Yes,Good,Low,Left
65213,27,Male,16,Education,3895.0,Fair,Medium,High,3,No,69,Associate Degree,Married,5.0,Mid,Large,21.0,No,No,No,Poor,Low,Stayed
70352,48,Male,25,Technology,6666.0,Excellent,Medium,Average,0,No,58,Associate Degree,Married,4.0,Entry,Medium,43.0,No,No,No,Fair,Medium,Stayed
59118,56,Male,44,Healthcare,8619.0,Fair,Low,Average,0,No,50,Bachelor’s Degree,Married,0.0,Senior,Small,47.0,No,No,Yes,Good,Medium,Stayed
63646,38,Male,6,Healthcare,8284.0,Excellent,Medium,Below Average,0,No,90,Associate Degree,Divorced,3.0,Entry,Small,9.0,No,No,No,Good,Low,Left
4701,25,Male,11,Healthcare,8108.0,Poor,High,High,0,Yes,41,PhD,Divorced,1.0,Senior,Medium,17.0,No,No,Yes,Good,Low,Stayed
59790,58,Female,7,Finance,11456.0,Fair,High,Below Average,1,No,42,Associate Degree,Divorced,5.0,Mid,Medium,37.0,No,No,Yes,Excellent,High,Left
48929,56,Female,24,Technology,11148.0,Excellent,Medium,High,1,Yes,33,High School,Married,0.0,Entry,Small,30.0,No,No,No,Fair,High,Left
61893,47,Male,4,Healthcare,7472.0,Good,High,Average,0,No,75,Bachelor’s Degree,Married,0.0,Entry,Small,14.0,No,No,No,Fair,Medium,Stayed
69162,55,Male,27,Education,4159.0,Good,High,Average,0,No,1,Bachelor’s Degree,Single,3.0,Entry,Medium,54.0,Yes,No,Yes,Fair,Very High,Stayed
28841,59,Female,20,Education,5103.0,Fair,Very High,Average,0,No,96,Associate Degree,Married,0.0,Senior,Small,35.0,Yes,No,No,Good,Low,Stayed
69108,36,Female,5,Technology,8002.0,Good,High,Average,0,Yes,63,Master’s Degree,Single,1.0,Mid,Large,27.0,No,No,No,Poor,High,Left
65868,31,Male,15,Finance,9560.0,Good,High,Average,2,No,81,Bachelor’s Degree,Married,1.0,Senior,Large,27.0,No,No,No,Good,Medium,Stayed
55312,51,Male,7,Media,5923.0,Poor,Medium,Average,1,No,36,Bachelor’s Degree,Married,0.0,Mid,Large,29.0,Yes,No,No,Good,High,Stayed
3544,23,Male,1,Technology,10679.0,Fair,Medium,Below Average,1,No,64,Associate Degree,Married,4.0,Entry,Medium,10.0,No,No,Yes,Poor,Medium,Left
34207,40,Female,32,Finance,4454.0,Fair,High,Average,0,No,49,Associate Degree,Married,0.0,Senior,Small,39.0,No,No,No,Poor,Low,Left
51587,55,Male,33,Healthcare,8258.0,Good,High,Average,0,No,65,Associate Degree,Married,1.0,Mid,Medium,27.0,Yes,No,No,Poor,High,Stayed
13238,47,Male,9,Finance,11109.0,Fair,High,Below Average,2,No,75,Bachelor’s Degree,Married,2.0,Mid,Small,32.0,No,No,No,Poor,Low,Left
4793,46,Male,12,Technology,7371.0,Good,High,Below Average,4,No,9,High School,Married,1.0,Mid,Medium,27.0,No,No,No,Good,Low,Stayed
33689,37,Male,3,Healthcare,7463.0,Poor,High,Average,0,No,35,High School,Divorced,0.0,Senior,Medium,10.0,No,No,No,Good,Medium,Stayed
454,52,Female,3,Media,6286.0,Good,Medium,Average,0,No,82,High School,Single,1.0,Mid,Large,36.0,Yes,No,No,Excellent,Low,Left
52128,41,Female,25,Technology,8704.0,Good,High,High,1,No,32,Bachelor’s Degree,Single,1.0,Entry,Small,27.0,No,No,Yes,Fair,Medium,Left
72106,49,Male,9,Healthcare,6597.0,Fair,Very High,Below Average,2,No,41,Master’s Degree,Single,1.0,Entry,Medium,46.0,No,No,Yes,Good,High,Left
17044,37,Female,2,Technology,11075.0,Fair,High,Average,0,No,89,PhD,Married,0.0,Entry,Medium,37.0,No,No,No,Fair,Low,Left
25989,19,Female,7,Technology,9346.0,Fair,Low,Average,3,No,90,Bachelor’s Degree,Married,1.0,Senior,Small,19.0,No,No,No,Fair,Medium,Left
36840,58,Male,49,Healthcare,9478.0,Fair,High,Below Average,0,Yes,21,Master’s Degree,Single,1.0,Senior,Small,51.0,Yes,No,No,Excellent,Medium,Stayed
29826,26,Female,1,Technology,9351.0,Excellent,Medium,Average,2,No,38,PhD,Married,1.0,Entry,Medium,19.0,Yes,No,No,Fair,High,Stayed
24075,18,Male,3,Technology,6078.0,Good,High,Average,0,No,66,Master’s Degree,Single,3.0,Senior,Small,12.0,No,No,No,Good,Medium,Left
8223,37,Male,9,Finance,8724.0,Good,Low,Below Average,2,Yes,88,High School,Married,1.0,Entry,Small,28.0,No,No,Yes,Good,Low,Left
60120,22,Female,10,Education,7371.0,Good,High,Below Average,2,No,16,High School,Single,1.0,Entry,Medium,27.0,No,Yes,Yes,Good,Medium,Left
5189,23,Female,7,Education,4549.0,Good,High,Average,1,No,60,Bachelor’s Degree,Married,1.0,Entry,Medium,18.0,No,No,No,Fair,Medium,Left
19614,24,Male,9,Healthcare,7133.0,Good,Very High,Below Average,0,No,51,Bachelor’s Degree,Married,0.0,Entry,Large,19.0,Yes,No,Yes,Fair,Low,Stayed
35031,39,Female,13,Finance,6385.0,Excellent,Medium,Average,1,No,89,Bachelor’s Degree,Single,2.0,Mid,Large,38.0,No,No,No,Excellent,High,Stayed
19158,39,Male,23,Healthcare,7803.0,Excellent,Low,High,1,No,33,Master’s Degree,Single,2.0,Mid,Large,26.0,No,No,No,Good,Low,Left
71273,23,Male,4,Healthcare,7728.0,Excellent,Low,Below Average,1,Yes,8,Associate Degree,Married,1.0,Senior,Medium,11.0,No,No,Yes,Good,High,Stayed
13187,39,Female,10,Healthcare,6028.0,Good,Very High,High,2,No,92,High School,Married,4.0,Senior,Medium,27.0,No,No,No,Poor,High,Stayed
35322,19,Male,5,Technology,8999.0,Good,Medium,High,1,No,16,Bachelor’s Degree,Divorced,0.0,Entry,Medium,8.0,No,Yes,No,Poor,Medium,Left
66577,42,Female,10,Healthcare,6615.0,Excellent,Very High,Below Average,0,Yes,25,Bachelor’s Degree,Married,0.0,Mid,Small,39.0,No,No,No,Poor,High,Left
37147,33,Male,9,Healthcare,7636.0,Good,High,Below Average,2,No,84,Bachelor’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Low,Left
29505,26,Male,9,Education,4919.0,Poor,High,Average,1,Yes,57,Bachelor’s Degree,Single,5.0,Senior,Large,22.0,No,No,No,Poor,Medium,Left
28562,32,Male,20,Technology,11409.0,Good,High,Average,0,Yes,99,Master’s Degree,Single,0.0,Entry,Large,29.0,No,No,No,Poor,Low,Left
58702,45,Female,8,Technology,10278.0,Fair,Medium,Average,0,No,3,Bachelor’s Degree,Single,4.0,Mid,Small,13.0,Yes,No,No,Poor,High,Left
69718,31,Female,6,Media,6345.0,Good,Medium,Average,1,No,21,Master’s Degree,Married,0.0,Entry,Medium,9.0,No,No,No,Good,Medium,Left
7962,46,Male,16,Healthcare,10440.0,Excellent,Low,Average,1,No,73,Associate Degree,Married,0.0,Mid,Medium,18.0,No,No,No,Fair,Medium,Left
65055,47,Female,4,Media,5584.0,Good,High,Average,1,No,33,Associate Degree,Divorced,1.0,Entry,Small,47.0,Yes,No,No,Good,Low,Stayed
25346,56,Male,20,Media,5527.0,Excellent,Medium,High,0,No,1,Bachelor’s Degree,Single,1.0,Senior,Small,36.0,No,Yes,No,Excellent,Medium,Stayed
67561,58,Male,50,Finance,7371.0,Good,High,Below Average,0,No,7,Bachelor’s Degree,Divorced,1.0,Senior,Medium,27.0,No,No,No,Fair,High,Stayed
47658,22,Male,9,Technology,11787.0,Fair,Very High,Below Average,1,Yes,41,Master’s Degree,Divorced,1.0,Entry,Medium,12.0,No,No,No,Good,Low,Left
62638,29,Male,12,Education,3713.0,Good,Very High,Average,0,No,73,Master’s Degree,Married,1.0,Senior,Medium,19.0,No,No,Yes,Fair,Medium,Stayed
9719,22,Male,1,Education,4884.0,Poor,Very High,Average,0,No,47,Master’s Degree,Married,5.0,Mid,Large,11.0,Yes,Yes,No,Good,Low,Stayed
33124,40,Female,23,Technology,7104.0,Good,High,High,0,No,81,High School,Single,0.0,Mid,Large,38.0,No,No,Yes,Fair,Very High,Left
46532,41,Female,22,Education,4965.0,Good,High,High,1,Yes,85,High School,Married,1.0,Senior,Large,27.0,No,No,No,Good,High,Left
6750,58,Female,15,Healthcare,7371.0,Good,High,Average,0,No,70,Bachelor’s Degree,Single,1.0,Mid,Medium,27.0,No,No,No,Poor,Low,Left
66746,36,Male,14,Education,4443.0,Good,High,Average,2,Yes,14,PhD,Married,4.0,Mid,Small,33.0,No,Yes,No,Poor,High,Stayed
39833,38,Male,11,Finance,8022.0,Excellent,High,Average,2,No,96,Master’s Degree,Married,4.0,Senior,Medium,36.0,No,No,No,Fair,Low,Stayed
65615,58,Male,44,Healthcare,8986.0,Good,High,Below Average,4,No,54,Master’s Degree,Married,1.0,Mid,Medium,27.0,No,No,No,Fair,Low,Left
73668,31,Male,14,Media,6333.0,Good,High,Average,0,Yes,62,Bachelor’s Degree,Single,1.0,Senior,Medium,27.0,No,No,Yes,Poor,Medium,Stayed
63249,20,Male,7,Technology,8254.0,Good,High,Below Average,0,No,49,High School,Single,4.0,Mid,Medium,9.0,No,No,No,Good,Low,Stayed
14386,23,Female,4,Education,5323.0,Good,Very High,Average,0,Yes,92,High School,Divorced,1.0,Mid,Medium,17.0,No,No,No,Good,Medium,Left
65473,59,Male,34,Technology,7285.0,Good,High,Low,1,No,26,Master’s Degree,Married,1.0,Entry,Small,27.0,No,No,No,Poor,Low,Left
39463,33,Male,3,Education,4490.0,Good,High,Below Average,0,Yes,54,Master’s Degree,Married,1.0,Mid,Medium,32.0,No,No,No,Good,Low,Left
12306,45,Female,26,Technology,7329.0,Good,Low,Below Average,1,No,22,Associate Degree,Single,2.0,Mid,Medium,28.0,No,No,No,Fair,Very High,Left
70975,20,Male,12,Finance,6275.0,Fair,Low,Average,0,Yes,13,Associate Degree,Single,2.0,Mid,Small,19.0,No,No,No,Poor,Low,Left
30989,54,Male,14,Healthcare,7145.0,Good,Medium,High,1,No,8,Associate Degree,Single,1.0,Entry,Large,39.0,No,No,Yes,Fair,High,Left
35791,59,Male,14,Education,5645.0,Good,Low,Average,0,No,76,High School,Single,2.0,Senior,Small,21.0,No,No,No,Good,High,Left
28805,28,Female,5,Media,6549.0,Good,High,High,0,Yes,69,Bachelor’s Degree,Single,2.0,Mid,Small,26.0,Yes,No,No,Good,Low,Stayed
39644,22,Male,10,Media,6117.0,Fair,High,High,0,No,43,Associate Degree,Single,2.0,Entry,Medium,19.0,No,No,No,Excellent,Low,Left
21576,57,Male,43,Education,4072.0,Good,High,Average,1,Yes,33,PhD,Divorced,1.0,Mid,Medium,27.0,No,No,No,Good,Low,Stayed
24531,24,Male,5,Media,5573.0,Good,High,Average,1,Yes,99,Master’s Degree,Single,0.0,Mid,Medium,23.0,No,No,No,Fair,Low,Left
40737,38,Female,22,Media,5560.0,Excellent,High,Average,1,No,10,Master’s Degree,Married,1.0,Mid,Small,28.0,No,No,No,Excellent,Low,Stayed
42880,47,Female,4,Healthcare,7127.0,Good,High,Average,0,Yes,75,Master’s Degree,Single,3.0,Entry,Small,24.0,Yes,No,No,Good,Low,Left
31827,56,Female,16,Technology,9017.0,Good,Very High,Average,0,No,38,Associate Degree,Married,0.0,Senior,Medium,25.0,Yes,No,No,Fair,Low,Stayed
40928,51,Female,33,Finance,6225.0,Good,Medium,Average,3,Yes,29,Master’s Degree,Single,0.0,Entry,Medium,45.0,No,No,No,Poor,High,Left
61992,51,Male,12,Finance,8771.0,Good,Very High,High,0,No,9,Associate Degree,Married,0.0,Entry,Small,14.0,No,No,No,Good,High,Left
10451,43,Female,7,Education,5119.0,Fair,High,Below Average,3,Yes,7,High School,Single,1.0,Mid,Medium,9.0,No,No,No,Good,Medium,Left
35695,56,Male,10,Media,6230.0,Good,Very High,Average,0,No,22,Master’s Degree,Married,0.0,Mid,Medium,30.0,No,No,Yes,Good,High,Stayed
21305,22,Male,13,Healthcare,9139.0,Good,High,Average,0,Yes,5,Bachelor’s Degree,Divorced,0.0,Entry,Large,15.0,No,No,No,Good,Low,Left
8734,41,Female,20,Healthcare,8430.0,Good,Medium,Below Average,3,No,42,High School,Married,2.0,Entry,Medium,33.0,Yes,No,No,Poor,Medium,Stayed
37756,58,Male,29,Technology,5977.0,Excellent,High,Average,0,No,53,Bachelor’s Degree,Single,0.0,Mid,Medium,42.0,No,No,No,Good,High,Stayed
53503,49,Female,30,Healthcare,7677.0,Poor,Very High,Below Average,0,No,73,Bachelor’s Degree,Married,0.0,Entry,Medium,45.0,Yes,No,No,Poor,Medium,Left
61109,54,Male,18,Technology,10554.0,Good,High,Average,0,No,67,Bachelor’s Degree,Single,2.0,Entry,Medium,25.0,No,No,No,Good,Medium,Left
42499,59,Male,25,Education,6078.0,Excellent,Low,Average,0,No,73,Bachelor’s Degree,Married,3.0,Mid,Medium,48.0,No,No,No,Good,High,Stayed
14622,36,Female,3,Education,4556.0,Poor,Medium,Average,2,No,37,PhD,Married,1.0,Entry,Medium,15.0,No,No,No,Poor,Very High,Stayed
15333,39,Male,27,Media,5951.0,Good,Very High,High,1,Yes,75,Associate Degree,Married,1.0,Mid,Small,37.0,No,No,No,Fair,Low,Stayed
42969,55,Male,9,Media,7371.0,Good,High,Below Average,2,Yes,27,Bachelor’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,High,Left
58027,43,Female,5,Technology,8763.0,Fair,High,Below Average,2,No,1,High School,Married,0.0,Entry,Small,18.0,No,No,No,Poor,Low,Left
3896,21,Female,3,Technology,9679.0,Good,High,High,0,Yes,97,Associate Degree,Single,1.0,Entry,Medium,27.0,Yes,No,No,Good,Low,Left
768,59,Female,11,Technology,8935.0,Good,High,Average,2,Yes,88,High School,Divorced,1.0,Entry,Medium,30.0,No,No,No,Fair,Medium,Left
50282,53,Male,2,Education,4856.0,Good,Medium,Average,0,No,78,Bachelor’s Degree,Single,3.0,Mid,Medium,19.0,No,No,No,Poor,Medium,Left
74067,35,Female,5,Technology,8314.0,Good,High,Average,0,No,45,Bachelor’s Degree,Married,1.0,Entry,Medium,28.0,Yes,No,No,Excellent,Low,Stayed
24310,35,Male,23,Healthcare,8045.0,Excellent,Very High,High,0,Yes,68,Master’s Degree,Single,2.0,Senior,Medium,26.0,No,No,No,Poor,Low,Left
1469,57,Male,10,Education,4895.0,Good,High,High,2,Yes,63,Bachelor’s Degree,Married,3.0,Entry,Small,41.0,No,No,No,Fair,Low,Left
30338,47,Female,1,Technology,8366.0,Fair,High,Below Average,0,Yes,4,Bachelor’s Degree,Married,1.0,Entry,Medium,32.0,No,No,No,Poor,Low,Left
58761,31,Male,10,Technology,8704.0,Poor,High,Average,2,Yes,80,Bachelor’s Degree,Married,5.0,Senior,Medium,28.0,Yes,No,No,Good,High,Stayed
72290,45,Male,15,Media,5881.0,Good,High,Average,1,Yes,30,High School,Married,1.0,Mid,Medium,27.0,No,No,Yes,Good,Medium,Stayed
47357,43,Female,1,Healthcare,7246.0,Good,Medium,Average,1,No,61,Master’s Degree,Married,3.0,Mid,Medium,31.0,No,No,No,Fair,Low,Left
21059,19,Female,2,Media,7189.0,Good,High,Below Average,1,No,72,Associate Degree,Divorced,1.0,Entry,Medium,13.0,Yes,No,No,Good,Medium,Left
9248,50,Male,5,Technology,7844.0,Good,High,Average,0,No,74,Master’s Degree,Single,2.0,Entry,Large,12.0,No,No,No,Fair,Medium,Left
37421,41,Male,15,Healthcare,9735.0,Good,High,Average,1,No,5,Master’s Degree,Married,1.0,Mid,Medium,40.0,No,No,No,Fair,High,Left
15044,32,Female,5,Finance,9858.0,Good,Medium,Average,1,No,33,Associate Degree,Married,1.0,Mid,Large,29.0,No,No,No,Good,High,Stayed
72417,50,Male,6,Healthcare,7209.0,Good,High,Low,0,No,17,Master’s Degree,Divorced,1.0,Entry,Small,40.0,No,No,No,Poor,High,Stayed
23526,18,Male,1,Education,4776.0,Good,High,High,0,No,26,Master’s Degree,Single,1.0,Senior,Medium,27.0,No,No,No,Good,Low,Stayed
58900,57,Female,17,Technology,10347.0,Good,High,Low,0,No,6,High School,Divorced,3.0,Mid,Medium,22.0,No,No,No,Good,High,Stayed
31674,28,Male,3,Technology,9008.0,Good,High,High,0,No,41,Master’s Degree,Divorced,1.0,Entry,Medium,27.0,Yes,No,No,Fair,Very High,Stayed
65523,25,Male,9,Technology,9152.0,Fair,High,High,3,Yes,68,Bachelor’s Degree,Divorced,1.0,Entry,Medium,16.0,No,No,No,Excellent,High,Left
63645,43,Female,7,Technology,10711.0,Excellent,High,Average,0,Yes,88,Master’s Degree,Married,0.0,Entry,Medium,42.0,No,No,No,Fair,Low,Left
49834,29,Male,2,Media,5574.0,Good,Medium,Below Average,1,Yes,90,Associate Degree,Married,0.0,Entry,Small,27.0,No,No,No,Excellent,High,Stayed
21401,39,Female,8,Finance,8109.0,Excellent,Medium,High,1,No,29,Associate Degree,Single,0.0,Mid,Medium,9.0,No,No,No,Good,High,Left
68046,49,Female,32,Technology,8464.0,Fair,Very High,Average,0,Yes,75,PhD,Single,3.0,Mid,Medium,40.0,No,No,No,Fair,Medium,Stayed
42013,57,Male,9,Healthcare,6991.0,Fair,Low,Average,0,No,10,Bachelor’s Degree,Married,1.0,Mid,Medium,13.0,No,No,No,Good,Very High,Stayed
32318,59,Female,23,Technology,11281.0,Good,High,Average,0,Yes,95,High School,Married,4.0,Mid,Large,43.0,No,No,No,Good,High,Stayed
